Sõna,Sõnaliik,Muuttüüp
sentimeeter,S,2
sentimeetrine,"A,A","12,10"
sentimentaalitsema,V,27
sentimentaalne,A,2
sentimentaalsus,"S,S","11,9"
sentimentalism,S,22
sentiment,S,22
sent,S,22
seondama,V,27
seonduma,V,27
seonduv,A,2
seong,S,2
seoses,K,-
seosetu,A,1
seosetult,D,-
seosetus,S,11
seos,S,9
seostamatus,"S,S","11,9"
seostama,V,27
seostamine,S,12
seostatus,S,11
seostumatus,"S,S","11,9"
seostuma,V,27
seostus,"S,S","11,9"
seostuv,A,2
seotis,"S,S","11,9"
seotud,A,2
seotult,D,-
seotus,"S,S","11,9"
sepameister,S,2
sepapaja,S,17
separaatlus,"S,S","11,9"
separaatne,A,2
separaator,S,2
separaatselt,D,-
separaat,S,22
separatism,S,22
separatist,S,22
separatsioon,S,22
separeerima,V,28
separeeruma,V,27
sepatöö,S,26
sepikoda,S,18
sepik,S,2
sepiline,S,12
sepis,S,9
sepistama,V,27
sepistatav,A,2
sepistus,S,11
sepistöö,S,26
sepitsema,V,27
sepitsus,S,11
Sepo,H,16
seppel,S,2
Seppik,H,2
sepp,S,22
sepsis,S,9
septakord,S,22
september,S,2
septembrikuu,S,26
septett,S,22
septik,S,2
septiline,A,12
septim,S,2
serail,S,22
serbia,G,-
Serbia,H,1
serblane,"S,S","12,10"
serblanna,S,16
serenaad,S,22
Sergei,H,26
Sergejeva,H,1
Sergejev,H,2
seriaalne,A,2
seriaal,S,22
seroloogiline,A,12
seroosne,A,2
serotoniin,S,22
serpentiin,S,22
sertifikaat,S,22
sertifitseerima,V,28
sertima,V,28
sertimisorgan,S,2
sert,S,22
servakil,D,-
servakile,D,-
servama,V,29
servapoolne,A,2
servas,D,-
serveerima,V,28
serveerimine,S,12
serveering,S,2
serveerlaud,S,22
servelaatvorst,S,22
server,S,2
Service,H,2
servi,D,-
serviilne,A,2
serviis,S,22
servili,D,-
serviline,A,12
servilism,S,22
servima,V,28
servis,S,9
servistama,V,27
serviti,D,-
servitine,A,12
servituut,S,22
servjett,S,22
servjoonristvõlv,S,22
servmine,"A,A","12,10"
serv,S,22
serv,S,22
servus,I,-
sesoonne,A,2
sesoonselt,D,-
sesoon,S,22
sessioon,S,22
sess,S,22
sestap,D,-
sesterts,S,22
sest,J,-
sestpeale,D,-
sestsaadik,D,-
sete,S,6
setitama,V,27
seto,S,16
setotama,V,27
setseerima,V,28
setsessioon,S,22
setter,S,2
settima,"V,V","28,27"
settimine,S,12
sett,S,22
setukas,S,2
setuke,S,12
setumaa,G,-
Setumaa,H,26
setu,S,16
setu,P,5
setverik,S,25
setvertnoi,S,26
setvert,S,22
Sevan,H,22
Sevastoopol,H,2
Severnaja Zemlja,H,26
sevrjuuga,S,16
sferoidne,A,2
sfinks,S,22
sfragistika,S,1
sfäär,S,22
ligida,A,2
läheda,A,2
lühida,A,2
mõlema,P,2
teineteise,P,12
üksteise,P,12
Shakespeare,H,22
Sharepoint,H,22
Shell,H,22
Shenyang,H,22
shot,S,22
show,S,26
sibama,V,27
sibamisi,D,-
sibelema,"V,V","31,27"
siberi,G,-
Siberimaa,H,26
siberlane,S,12
siberlanna,S,16
Siber,H,2
sibilant,S,22
sibi,S,17
sibistama,V,27
siblijalg,S,22
siblija,S,1
siblima,V,27
sibulakujuline,A,12
sibulane,A,12
sibulapirukas,S,2
sibulik,S,25
sibuljas,A,2
sibulkuppel,S,2
sibul,S,2
sibulõun,"S,S","23,22"
sibüll,S,22
sic,I,-
sideamet,S,2
sideasutus,S,11
sideeriline,A,12
sidejaoskond,S,22
sidekoestuma,V,27
sidekompanii,S,26
sidekontor,S,2
sidekude,S,18
sidelane,S,12
sidemees,S,13
sideministeerium,"S,S","19,2"
sideminister,S,2
sidend,S,2
sidendus,S,11
sideohvitser,S,19
sidepidaja,S,1
sidepidamine,S,12
sideroos,S,22
side,S,4
side,S,16
sidespetsialist,S,22
sidestama,V,27
sidestuma,V,27
sidestus,S,11
sidesõna,S,17
sidesüsteem,S,22
sidetöötaja,S,1
sidevahend,S,2
sidevõrk,S,22
Sidewinder,H,2
sidima,V,27
sidinal,D,-
sidin,S,2
sidistades,D,-
sidistama,V,27
sidistus,S,11
Sidney,H,16
sidool,S,22
Sidorova,H,16
Sidorov,H,19
sidrunhape,S,6
sidrunikarva,A,-
sidrunine,A,12
sidrun,S,2
sidrunväändik,S,25
siduma,V,28
sidumatu,A,1
sidumatus,"S,S","11,9"
sidumine,S,12
sidurdama,V,27
sidurdus,S,11
sidur,S,2
sidusalt,D,-
sidus,A,2
sidustama,V,27
sidustus,S,11
sidusus,S,11
siduv,A,2
siduvus,S,11
Sierra Leone,H,16
siesta,S,16
sifoon,S,22
sigadus,S,11
sigala,S,1
sigalauks,S,14
siga mängima,V,28
sigaretisuits,S,22
sigaret,S,22
sigarijunn,S,22
sigarikujuline,A,12
sigarillo,S,16
sigarjas,A,2
sigar,S,2
siga,S,18
sigatsema,V,27
sigidik,S,25
sigidus,S,11
sigilik,A,25
sigimatu,A,1
sigimatuks tegema,V,28
sigimatus,"S,S","11,9"
sigima,V,27
sigimik,S,25
sigimine,S,12
sigindama,V,27
siginema,V,27
sigin,S,2
sigi,S,17
sigitama,V,27
sigitamine,S,12
sigitis,S,11
sigitus,S,11
sigiv,A,2
sigivuslõpe,S,6
sigivus,S,11
sigma,S,16
sigmatism,S,22
signaalima,V,28
signaal,S,22
signalisatsioon,S,22
signaliseerima,V,28
signalist,S,22
signa,S,16
signatuur,S,22
signeerima,V,28
Signe,H,16
Sigrid,H,2
sigrimigri,S,16
sigudik,S,25
sigulda,G,-
Sigulda,H,1
sigur,S,2
sihikindel,A,2
sihikindlalt,D,-
sihikindlus,"S,S","11,9"
sihik,S,2
sihilikkus,S,11
sihilik,A,25
sihilikult,D,-
sihiline,A,12
sihilisus,S,11
sihinaga,D,-
sihinal,D,-
sihinal-sahinal,D,-
sihin,S,2
sihipärane,A,10
sihipäraselt,D,-
sihipärasus,S,11
sihipäratu,A,1
sihipäratult,D,-
sihipäratus,S,11
sihisema,V,27
sihistama,V,27
sihitav,S,2
sihiteadlik,A,25
sihi-teadlik,A,25
sihiteadlikult,D,-
sihitis,S,11
sihitu,A,1
sihitult,D,-
sihitus,S,11
sihkadi-sahkadi,D,-
sihka-sahka,D,-
sihker,A,2
sihktiivaline,A,12
sihku laskma,V,34
sihku,X,-
sihtasutus,S,11
sihtfinantseerima,V,28
sihtfunktsioon,S,22
sihtima,V,28
sihtjoon,S,13
sihtkapital,S,19
sihtkoht,S,22
sihtmärk,S,22
sihtotstarbeline,A,12
sihtotstarve,S,6
sihtpunkt,S,22
siht,S,22
sihtur,S,2
sihukene,P,12
sihuke,P,12
sihvakas,A,2
sihvama,V,29
sihvatama,V,27
sihverplaat,S,22
sihvka,S,16
siia,D,-
siiajäämine,"S,S","12,10"
siiakala,S,17
siiakanti,D,-
siiamaale,D,-
siiamaani,D,-
siiami,G,-
siiamlane,S,12
Siiam,H,2
siiani,D,-
siiapaika,D,-
siiapoole,"D,K",-
siiasaadik,D,-
siiasamasse,D,-
siia-sinna,D,-
siia-sinna läkitama,V,27
siiatulek,S,2
siiberdama,V,27
siiber,S,2
siider,S,2
siidik,S,2
siidikäsi,S,15
siidimaal,S,22
siidine,A,10
siidisaba,S,17
siidiselt,D,-
siidisukk,S,22
siidisus,S,11
siiditaoline,"A,A","12,10"
siidiuss,S,22
siidivend,S,22
siidjas,A,2
siidkinnas,S,7
siidkinnastega,D,-
siidne,A,2
siidpadi,S,24
siidpehme,A,1
siid,S,22
siidõrn,A,22
siig,S,22
siilik,S,2
siilipea,S,26
siilipoeg,S,22
siilisoeng,S,2
siilitaoline,"A,A","12,10"
siiljas,A,2
siil,S,22
siil,S,22
siiluma,V,28
siilune,A,10
siilutama,V,27
Siimann,H,22
siimens,S,2
Siimon,H,2
Siim,H,22
Siimusti,H,1
siinai,G,-
Siinai,H,26
siin,D,-
siinilmas,D,-
siinjuures,D,-
siinkandis,D,-
siinkirjutaja,S,1
siinkohal,D,-
siinmaal,D,-
siinmail,D,-
siinne,A,2
siinolek,S,2
siinpool,"D,K",-
siinpoolne,A,2
siinpoolsus,"S,S","11,9"
siinsamas,D,-
siinseal,D,-
siin-seal,D,-
siin,S,22
siinus,"S,S","11,9"
siinviibimine,S,12
Siion,H,2
siiraim,U,2
siiralt,D,-
siirameelne,A,2
siirameelsus,"S,S","11,9"
siiras,A,7
siira-viira,D,-
siiraviiraline,A,12
siirdama,V,29
siirdama,V,27
siirdamine,S,12
siirdelisus,S,11
siirdistutama,V,27
siirdistutamine,S,12
siirdistutus,S,11
siirdlane,"S,S","12,10"
siirdniristus,S,11
siirduma,V,27
siirdumine,S,12
siire,S,6
Siiri,H,16
siirik,S,2
siirima,V,28
siirma,V,33
siirupine,A,12
siirupjas,A,2
siirupmagus,A,2
siirup,S,2
siirus,"S,S","11,9"
siiruviiruline,A,12
siis,D,-
siisike,S,12
siiski,D,-
siit,D,-
siitilm,S,22
siitkandi,D,-
siitkandimees,S,13
siitkandist,D,-
siitkaudu,D,-
siitkohalt,D,-
siitmaalt,D,-
siitmailt,D,-
siitpeale,D,-
siitpere,S,16
siitpoolt,"D,K",-
siitranna,D,-
siitsaadik,D,-
siitsamast,D,-
siitsealt,D,-
siit-sealt,D,-
siivas,"A,A","3,5"
siivert,S,2
siivsalt,D,-
siivsus,"S,S","11,9"
siivus,A,2
siivutu,A,1
siivutult,D,-
siivutus,S,11
sika-saka,D,-
sikatuur,S,22
sikerdama,V,27
sikh,S,22
sikk,S,22
siklane,"S,S","12,10"
siksakiline,A,12
siksakis,D,-
siksakitama,V,27
siksakkidega,A,-
siksak,S,22
sikuska,S,1
sikutama,V,27
sikutamine,S,12
sikuti,S,1
sikutus,S,11
silbitama,V,27
silbiti,D,-
silbituma,V,27
silbitus,S,11
sildama,V,29
sildindus,S,11
sildistama,V,27
silditama,V,27
sild,S,22
silduma,V,27
siledaks minema,V,36
siledaks tegema,V,28
siledalt,D,-
siledam,C,2
siledasti,D,-
siledus,S,11
sileerima,V,28
silelihas,S,9
silendama,V,27
silenema,V,27
sile,A,2
sileuks,S,14
silgukarp,S,22
silgune,A,10
silguniisk,S,22
silgutama,V,27
silikaatmaja,S,17
silikaat,S,22
silikaltsiit,S,22
silikoonima,V,28
silikoonitama,V,27
silikoon,S,22
silikoos,S,22
silima,V,27
silinderjas,A,2
silinder,S,2
silindrikujuline,A,12
silindriline,A,12
silin,S,2
silisema,V,27
silitama,V,27
silitav,A,2
silitus,S,11
Silja,H,16
silkama,V,29
silk,S,22
silksolk,S,22
silksuma,V,28
sillake,S,12
Sillamäe,H,26
sillamäelane,S,12
sillapea,S,26
sillerdama,V,27
sillerdus,S,11
sille,S,6
sillul,D,-
sillule,D,-
silluline,S,12
sillus,S,9
sillutamatus,"S,S","11,9"
sillutama,V,27
sillutis,S,11
sillutus,S,11
silmaalune,A,10
silmaarst,S,22
silmaauk,S,22
silmaava,S,17
silma hakkama,V,29
silmahakkavalt,D,-
silmahakkav,A,2
silmailu,S,17
silmakarv,S,22
silmakiri,S,24
silmakirjalikkus,"S,S","11,9"
silmakirjalik,A,25
silmakirjateener,S,2
silmakirjatseja,S,1
silmakirjatsema,V,27
silmaklaas,S,22
silmaklapp,S,22
silmakoobas,S,7
silmalaug,S,22
silmalt,D,-
silmalummutaja,S,1
silmalummutus,S,11
silmaluuk,S,22
silmalõbu,S,17
silmama,V,29
silmamoondaja,S,1
silmamoondus,"S,S","11,9"
silmamuna,S,17
silmanurk,S,22
silmanägemine,S,12
silmanähtavalt,D,-
silmanähtav,A,2
silmapaar,S,22
silmapaistev,A,2
silma paistma,V,34
silmapaistmatu,A,1
silmapaistvalt,D,-
silmapaistvam,C,2
silmapaistvus,"S,S","11,9"
silmapete,S,6
silmapiiril,D,-
silmapiir,S,22
silmapilguks,D,-
silmapilkne,A,2
silmapilkselt,D,-
silmapilk,S,22
silma puutuma,V,27
silmaringi laiendama,V,27
silmaring,S,22
silmarõõm,S,22
silmarõõmu tegema,V,28
silma sattuma,"V,V","28,27"
silmaseletus,S,11
silmas pidama,V,28
silmastama,V,27
silmastus,S,11
silma tegema,V,28
silmaterake,S,12
silmatera,S,17
silmatest,S,22
silma torkama,V,29
silmatorkamatu,A,1
silmatorkamatult,D,-
silmatorkavalt,D,-
silmatorkavam,C,2
silmatorkav,A,2
silmavaade,S,6
silmavahe,S,16
silmavalgus,"S,S","11,9"
silmavesi,S,15
Silmet,H,2
silmi,D,-
silmik,S,2
silmili,D,-
silmiline,A,12
silmini,D,-
silmi peitma,V,34
silmi pimestama,V,27
silmipimestavalt,D,-
silmipimestav,A,2
silmi pungitama,V,27
silmi punnitama,V,27
silmi pühkima,V,28
silmi sulgema,"V,V","28,27"
silmi tegema,V,28
silmitsema,V,27
silmitsi,D,-
silmitsus,S,11
silmitu,A,1
silmituna,D,-
silmitus,S,11
silmi vesistama,V,27
silmjas,A,2
silmne,A,2
silmnägu,S,18
silmnähtavalt,D,-
silmnähtav,A,2
silmnähtavus,S,11
silmsi,D,-
silmside,S,16
silm,S,22
silm,S,22
silmusekujuline,A,12
silmuseline,A,12
silmusetaoline,"A,A","12,10"
silmusjas,A,2
silmus,S,9
silmustama,V,27
siloauk,S,22
silo,S,16
silp,S,22
silt,S,22
siltsuma,V,28
siluett,S,22
siluma,V,27
silumisi,D,-
silur,S,2
silutud,A,2
silutus,S,11
Silva,H,16
Silver,H,2
Silvia,H,1
Silvi,H,16
simbel,S,2
Simferoopol,H,2
simman,S,2
simmel,S,2
Simm,H,22
Simon,H,2
simss,S,22
simulaakrum,S,2
simulaator,S,2
simulant,S,22
simulatiivne,A,2
Simulator,H,2
simulatsioon,S,22
simuleerija,S,1
simuleerima,V,28
Simulium,H,2
simultaanne,A,2
simultaan,S,22
Simuna,H,1
Simuvere,H,16
Sinaida,H,16
sinakas,A,2
sinakatooniline,A,12
sinakus,S,11
sinama,V,27
sinantroopus,"S,S","11,9"
sinantropus,S,11
sina,S,17
sinatama,V,27
sinavus,S,11
sindel,S,2
sinder,S,2
Sindi,H,16
sindrikael,"S,S","23,22"
sindrima,D,-
sindrinahk,S,22
Sinead,H,2
sinekuur,S,22
sinel,S,2
sinendama,V,27
sinendus,S,11
sinepikarva,A,-
sinepine,A,12
sinep,S,2
sinerdama,V,27
sinerdus,S,11
sine,S,16
sinetama,V,27
sinetavvalge,A,1
sinetuma,V,27
sinetus,S,11
singalees,S,22
singal,S,2
singapuri,G,-
Singapur,H,19
singel,S,2
singine,A,10
singulaarne,A,2
singular,S,19
sinihabe,S,4
sinikas,S,2
sinikus,S,11
siniliilia,S,1
sinilill,S,22
sinimaa,S,26
sini-must,S,22
sinimustvalge,A,1
sini-must-valge,S,1
Sinimäe,H,26
sinine,S,10
siniristilipp,S,22
siniroheline,A,12
sinisavi,S,17
sinisilmaline,A,12
sinisilmne,A,2
sinisilmselt,D,-
sinisilm,S,22
sinistama,V,27
sinitaevas,S,7
sinivaal,S,22
sinivereline,A,12
sinivetikas,S,2
sinivinane,A,10
sinjoora,S,16
sinjoore,S,16
sinjoriia,S,16
sinjoriina,S,16
sinka,D,-
sinkadi,D,-
sinkavinka,D,-
sinka-vinka,D,-
sinkavonka,D,-
sinkavonkatama,V,27
sinkjas,A,2
sink,S,22
sinna,D,-
sinnakanti,D,-
sinnakohta,D,-
sinnamaale,D,-
sinnamaani,D,-
sinnani,D,-
sinnaotsa,D,-
sinnapaika,D,-
sinnapaika jätma,V,35
sinnapoole,"D,K",-
sinnasaadik,D,-
sinnasamasse,D,-
sinnasamma,D,-
sinnasõit,S,22
sinna-tänna,D,-
Sinn Fein,H,22
sinod,S,2
sinoloogia,S,1
sinoloog,S,22
sintoism,S,22
sinulik,A,25
sinupärast,D,-
sinusoid,S,22
sinusorti,A,-
sinusugune,P,10
sinutaoline,"P,P","12,10"
sionism,S,22
sipelgapesa,S,17
sipelgas,S,2
sipelghape,S,6
siplema,V,30
sipsak,S,2
sipsama,V,29
sipsik,S,2
sipsima,V,28
sips,S,22
sipsti,D,-
sipsutama,V,27
sipupüks,S,23
siputama,V,27
siputus,S,11
sirades,D,-
sirakas,S,2
sirakil,D,-
sirakile,D,-
sirama,V,27
sira,S,17
siratama,V,27
siravalt,D,-
sirav,A,2
siravus,S,11
siredalt,D,-
siredus,S,11
sireen,S,22
sirelane,S,12
sirelikarva,A,-
sirelipõõsas,S,7
sirel,S,2
sirendama,V,27
Sirendi,H,16
siresinine,A,10
sire,A,2
siretama,V,27
sirevil,D,-
sirevile,D,-
sirgeks ajama,V,27
sirgeks,D,-
sirgeks minema,V,36
sirgeks rääkima,V,28
sirgeks tegema,V,28
sirgeldama,V,27
sirgeldus,S,11
sirgelt,D,-
sirgendama,V,27
sirgenema,V,27
sirge,S,1
sirgeselgselt,D,-
sirgestama,V,27
sirgestamine,S,12
sirgesti,D,-
sirgesti,S,1
sirgestuma,V,27
sirgestus,S,11
sirgjooneline,A,12
sirgjooneliselt,D,-
sirgjoonelisus,"S,S","11,9"
sirgjoonne,A,2
sirgjoon,S,13
sirgu ajama,V,27
sirgu,D,-
sirgukene,S,12
sirguke,S,12
sirguma,V,27
sirgus,"S,S","11,9"
sirinal,D,-
sirin,S,2
sirisema,V,27
siristaja,S,1
siristama,V,27
siristus,S,11
Sirje,H,16
sirkama,V,29
sirkel,S,2
Sirkka,H,1
sirmik,S,2
sirmjas,A,2
sirm,S,22
siroko,S,16
sirpjas,A,2
sirp-pompaano,S,16
sirp,S,22
sirtsama,V,29
sirtsatama,V,27
sirtsatus,S,11
sirts,I,-
sirts,S,22
sirtsti,D,-
sirtsuma,V,28
sirtsutama,V,27
siruhüpe,S,6
sirukil,D,-
sirukile,D,-
siruli,D,-
siruli jääma,V,37
siruli tõmbama,V,29
sirutama,V,27
sirutatud,A,2
sirutatu,S,1
sirutuma,V,27
sirutus,S,11
siruulatus,S,11
sirvides,D,-
sirvik,S,2
sirvilaud,S,22
sirvima,V,28
sirvimine,S,12
sirvimisi,D,-
sisaldama,V,27
sisaldav,A,2
sisaldis,S,11
sisalduma,V,27
sisaldumine,S,12
sisaldus,S,11
sisalduv,A,2
sisalduvus,S,11
sisalik,S,25
sisal,S,2
sisearhitekt,S,22
siseasi,S,24
sisefilee,S,26
sisehaigus,"S,S","11,9"
sisehääl,S,13
siseilm,S,22
siseinfo,S,16
sisekaemus,"S,S","11,9"
sisekord,S,22
sisekujundaja,S,1
sisekujundus,S,11
sisekülg,S,22
siselist,S,22
sisemaailm,S,22
sisemaa,S,26
sisemaine,A,10
sisemajandus,S,11
sisemas,D,-
sisemik,S,25
sisemine,A,12
siseministeerium,"S,S","19,2"
siseminister,S,2
sisemiselt,D,-
sisemonoloog,S,22
sisemuses,D,-
sisemus,S,11
sisendama,V,27
sisendatavus,"S,S","11,9"
sisendav,A,2
sisendavus,S,11
sisend,S,2
sisenduslikkus,S,11
sisenduslik,A,25
sisendus,S,11
siseneja,S,1
sisenema,V,27
sisenemine,S,12
sisene,A,10
sisenõre,S,16
sisenõristusnääre,S,5
sisenõue,S,6
siseorgan,S,2
sisepiin,S,22
sisepind,S,22
sisepinge,S,6
sisepoliitika,S,1
sisepoliitiline,A,12
siseprobleem,S,22
sisepõlemismootor,S,2
siseriiklik,A,25
siseruumikujundus,S,11
siseruum,S,22
sisesekretsiooninääre,S,5
sisestama,V,27
sisestamine,S,12
sisestuma,V,27
sisestus,S,11
sisesund,S,22
sisetoodang,S,2
sisetunne,S,6
siseturg,S,22
sisetüli,S,17
siseujula,S,1
siseuudis,S,9
siseveekogu,S,17
siseviimistlus,S,11
siseõu,S,22
sisihäälik,S,2
sisikond,S,22
sisimas,D,-
sisim,U,2
sisinal,D,-
sisinal-sosinal,D,-
sisin,S,2
sisisema,V,27
sisistama,V,27
sisistus,S,11
sisse andma,V,34
sisseandmine,S,12
sissearvatav,A,2
sisseastuja,S,1
sisse astuma,V,28
sisseastumine,S,12
sisseastumistingimus,S,11
sisse,D,-
sisse elama,V,27
sisse harjuma,V,27
sisseharjunud,A,2
sisse juhatama,V,27
sissejuhatav,A,2
sissejuhatus,S,11
sisse juhtima,V,28
sissejuurdunud,A,2
sisse,K,-
sisse kandma,V,34
sissekanne,S,6
sisse kasvama,V,28
sisse kasvatama,V,27
sisse kirjutama,V,27
sissekirjutus,S,11
sissekolimine,S,12
sisse kukkuma,V,28
sissekäik,S,22
sisse langema,V,27
sisselase,S,6
sisselõige,S,6
sissemakse,S,6
sissemaks,S,22
sisse murdma,V,34
sissemurdmine,"S,S","12,10"
sissenõudmine,S,12
sisseoste tegema,V,28
sisseost,S,22
sissepiiratud,A,2
sissepoole,"D,K",-
sissepoolenaer,S,22
sisse pressima,V,28
sissepritse,S,6
sisse põikama,V,29
sissepääs,S,22
sissepääsuluba,S,18
sisserändaja,S,1
sisse rändama,V,29
sisseränd,S,22
sisserännanu,S,1
sisseränne,S,6
sisse rääkima,V,28
sisseseade,S,6
sisse seadma,V,34
sisseseadmine,"S,S","12,10"
sisse soolama,V,29
sissesõidutee,S,26
sissesõitmine,"S,S","12,10"
sissesõit,S,22
sisse taguma,V,28
sisse tegema,V,28
sissetehtud,A,-
sissetehtud,A,2
sisse tooma,V,38
sissetoomine,S,12
sisse trügima,V,27
sissetulek,S,2
sissetungija,S,1
sisse tungima,V,28
sissetung,S,22
sisse tõmbama,V,29
sisse uuristama,V,27
sissevaade,S,6
sisse vajuma,V,27
sisse vedama,V,28
sissevedu,S,18
sisseveetav,A,2
sisseveetud,A,2
sisseveetu,S,1
sisse vehkima,V,28
sisseveopiirang,S,2
sisseviik,S,22
sisse viima,V,38
sisseviimine,"S,S","12,10"
sisse voolama,V,29
sissevool,S,22
sissevõetud olema,V,36
sissevõetud,A,2
sisseõnnistamine,S,12
sisseütlev,S,2
sissisõda,S,18
siss,S,22
sisukalt,D,-
sisukas,A,2
sisukehvalt,D,-
sisukehv,A,22
sisukehvus,"S,S","11,9"
sisukus,S,11
sisuküllane,A,10
sisulagedalt,D,-
sisulage,A,2
sisuldasa,D,-
sisuline,A,12
sisuliselt,D,-
sisulisus,S,11
sisurikas,A,7
sisu,S,17
sisus,S,9
sisustama,V,27
sisustamine,S,12
sisustus,S,11
sisusügav,A,2
sisutihedalt,D,-
sisutihedus,S,11
sisutihe,A,2
sisutu,A,1
sisutult,D,-
sisutus,S,11
sisutühi,A,24
sisutühjalt,D,-
sisuvaene,A,10
sisuvaeselt,D,-
sisuvaesus,"S,S","11,9"
sitaaadu,S,16
sitane,A,10
sitar,S,2
sitasitikas,S,2
sitasti,D,-
sitavedaja,S,1
sitemini,D,-
sitem,C,2
sitikas,S,2
sitikmust,A,22
sitke,A,1
sitkelt,D,-
sitkem,C,2
sitkendama,V,27
sitkenema,V,27
sitkestama,V,27
sitkestus,S,11
sitkuma,V,27
sitkus,"S,S","11,9"
sitsiilia,G,-
Sitsiilia,H,1
sitsiillane,"S,S","12,10"
sitsima,V,28
sits,S,22
sittama,V,29
sitt,S,22
sittuma,V,28
situatsioon,S,22
siugjas,A,2
siuglema,V,30
siuglev,A,2
siug,S,22
siuh,I,-
siuhkama,V,29
siuh-säuh,D,-
siuhti,D,-
siuks,"S,I",22
siuksuma,V,28
siunama,V,29
siutaoline,"A,A","12,10"
siuts,"S,I",22
siutsuma,V,28
siuu,S,26
siva,D,-
skaala,S,16
skafander,S,2
Skagerrak,H,22
skaipima,V,28
skalaarne,A,2
skalaar,S,22
skald,S,22
skaleerima,V,28
skaleeruma,V,27
skalenoeeder,S,2
skalpeerima,V,28
skalpell,S,22
skalp,S,22
skandaalitar,S,19
skandaali tegema,V,28
skandaalitegija,S,1
skandaalitseja,S,1
skandaalitsema,V,27
skandaalne,A,2
skandaal,S,22
skandalist,S,22
skandeerima,V,28
skandinaavia,G,-
Skandinaavia,H,1
Skandinaaviamaa,H,26
skandinaavlane,"S,S","12,10"
skandinaavlanna,S,16
skandinavistika,S,1
skandium,S,19
skaneerima,V,28
skaneering,S,2
skanner,S,2
skannima,V,28
skarabeus,S,9
skatt,S,22
skautima,V,28
skautlus,"S,S","11,9"
skautmaster,S,2
skaut,S,22
skeemitama,V,27
skeem,S,22
skeene,S,16
skeitima,V,28
skelett,S,22
skemaatiline,A,12
skematiseerima,V,28
skematism,S,22
skepsis,S,9
skepter,S,2
skeptik,S,2
skeptiline olema,V,36
skeptiline,A,12
skeptiliselt,D,-
skeptitsism,S,22
skertso,S,16
sketš,S,22
skiff,S,22
skinhead,S,22
skinheed,S,22
skisma,S,16
skisofreenia,S,1
skisofreenik,S,2
skisofreeniline,S,12
skisoidne,A,2
skitseerima,V,28
skits,S,22
sklerodermia,S,1
skleroos,S,22
sklerootik,S,2
sklerootiline,A,12
skleroteraapia,S,1
skolaar,S,22
skolastika,S,1
skolastik,S,2
skolastiline,A,12
skolioos,S,22
skool,I,-
skoop,S,22
skoorima,V,28
skoor,S,22
Skopje,H,16
skorbuutiline,A,12
skorbuut,S,22
skorpion,"S,S","19,2"
skreeper,S,2
skriining,S,2
skript,S,22
skrofuloos,S,22
skrollima,V,28
Skrunda,H,16
skrupuloosne,A,2
skruupul,S,2
Skuld,H,22
skulptor,S,2
skulpturaalne,A,2
skulptuurne,A,2
skulptuur,S,22
skumbria,S,1
skunk,S,22
skunks,S,22
skuuter,S,2
skvoo,S,26
skvotter,S,2
skvottima,V,28
skväär,S,22
skänner,S,2
skännima,V,28
skäär,S,22
sküüt,S,22
Sky,H,26
Skype,H,22
Skytte,H,16
slaalom,S,2
slaavi,G,-
slaaviline,A,12
slaavitar,S,19
slaavlane,"S,S","12,10"
slaavlanna,S,16
slaavlus,"S,S","11,9"
slaidiprojektor,S,2
slaid,S,22
slalomist,S,22
Slantsõ,H,16
slavism,S,22
slavistika,S,1
slavofiilne,A,2
slavofiil,S,22
slepis,D,-
sleppi,D,-
slepp,S,22
slikerdama,V,27
slivovits,S,22
slovaki,G,-
slovakkia,G,-
Slovakkia,H,1
slovakk,S,22
sloveenia,G,-
Sloveenia,H,1
sloveen,S,22
slumm,S,22
Slutsk,H,22
slämm,S,22
släng,S,22
smaili,S,16
Smaland,H,2
smaragdroheline,A,12
smaragd,S,22
smirgel,S,2
smirgline,"A,A","12,10"
Smirnova,H,16
Smirnov,H,22
Smith,H,22
smoking,S,2
smoking,S,2
smolenski,G,-
Smolenskimaa,H,26
Smolensk,H,2
smugeldama,V,27
smugeldamine,S,12
smurf,S,22
smuugeldama,V,27
smuuti,S,16
snaiper,S,2
snaiper,S,2
snepperlukk,S,22
snepper,S,2
snitt,S,22
snobism,S,22
snoobitsema,V,27
snooblik,A,25
snoob,S,22
snorgeldama,V,27
snorkeldama,V,27
snuuker,S,2
snuuk,S,22
snäkitama,V,27
snäkkima,V,28
snäkk,S,22
sobilikkus,S,11
sobilik,A,25
sobilikult,D,-
sobilikum,C,2
sobimatu,A,1
sobimatult,D,-
sobimatus,"S,S","11,9"
sobima,V,27
sobimine,S,12
sobimus,S,11
sobing,S,2
sobi,S,17
sobitaja,S,1
sobitama,V,27
sobitamine,S,12
sobitleja,S,1
sobitlema,V,27
sobituma,V,27
sobitus,S,11
sobivalt,D,-
sobivam,C,2
sobiv,A,2
sobivus,S,11
sobrama,V,27
sodiaak,S,22
sodiks,D,-
sodimats,S,22
sodima,V,27
sodine,A,10
sodi,S,17
sodistama,V,27
sodistuma,V,27
sodistus,S,11
sodomiit,S,22
sodoomia,S,1
Soela,H,16
soemüür,S,22
soendama,V,27
soend,S,2
soenema,V,27
soeng,S,2
soengut tegema,V,28
soepunane,A,10
soerdlik,A,25
soerdlikult,D,-
soerd,S,2
soe,S,24
soetama,V,27
soetamine,S,12
soetis,"S,S","11,9"
